Datetime;Parking;Free slots
2026-05-22 23:00:00;P+R Krowodrza Górka;88.0
2026-05-22 23:00:00;P+R Czerwone Maki;166.0
2026-05-22 23:00:00;P+R Mały Płaszów;150.0
2026-05-22 23:00:00;P+R Nowy Bieżanów;99.0
2026-05-22 23:00:00;P+R Kurdwanów;151.0
2026-05-22 23:30:00;P+R Górka Narodowa;434.0
2026-05-22 23:30:00;P+R Pachońskiego;85.0
2026-05-22 23:30:00;P+R Krowodrza Górka;91.0
2026-05-22 23:30:00;P+R Czerwone Maki;168.0
2026-05-22 23:30:00;P+R Mały Płaszów;151.0
2026-05-22 23:30:00;P+R Nowy Bieżanów;99.0
2026-05-22 23:30:00;P+R Kurdwanów;154.0
2026-05-23 00:00:00;P+R Górka Narodowa;434.0
2026-05-23 00:00:00;P+R Pachońskiego;86.0
2026-05-23 00:00:00;P+R Krowodrza Górka;92.0
2026-05-23 00:00:00;P+R Czerwone Maki;170.0
2026-05-23 00:00:00;P+R Mały Płaszów;153.0
2026-05-23 00:00:00;P+R Nowy Bieżanów;99.0
2026-05-23 00:00:00;P+R Kurdwanów;155.0
2026-05-23 00:30:00;P+R Górka Narodowa;434.0
2026-05-23 00:30:00;P+R Pachońskiego;86.0
2026-05-23 00:30:00;P+R Krowodrza Górka;92.0
2026-05-23 00:30:00;P+R Czerwone Maki;170.0
2026-05-23 00:30:00;P+R Mały Płaszów;153.0
2026-05-23 00:30:00;P+R Nowy Bieżanów;99.0
2026-05-23 00:30:00;P+R Kurdwanów;156.0
2026-05-23 01:00:00;P+R Górka Narodowa;434.0
2026-05-23 01:00:00;P+R Pachońskiego;86.0
2026-05-23 01:00:00;P+R Krowodrza Górka;93.0
2026-05-23 01:00:00;P+R Czerwone Maki;171.0
2026-05-23 01:00:00;P+R Mały Płaszów;153.0
2026-05-23 01:00:00;P+R Nowy Bieżanów;99.0
2026-05-23 01:00:00;P+R Kurdwanów;156.0
2026-05-23 01:30:00;P+R Górka Narodowa;434.0
2026-05-23 01:30:00;P+R Pachońskiego;86.0
2026-05-23 01:30:00;P+R Krowodrza Górka;93.0
2026-05-23 01:30:00;P+R Czerwone Maki;172.0
2026-05-23 01:30:00;P+R Mały Płaszów;154.0
2026-05-23 01:30:00;P+R Nowy Bieżanów;99.0
2026-05-23 01:30:00;P+R Kurdwanów;156.0
2026-05-23 02:00:00;P+R Górka Narodowa;434.0
2026-05-23 02:00:00;P+R Pachońskiego;86.0
2026-05-23 02:00:00;P+R Krowodrza Górka;95.0
2026-05-23 02:00:00;P+R Czerwone Maki;174.0
2026-05-23 02:00:00;P+R Mały Płaszów;154.0
2026-05-23 02:00:00;P+R Nowy Bieżanów;99.0
2026-05-23 02:00:00;P+R Kurdwanów;156.0
2026-05-23 02:30:00;P+R Górka Narodowa;434.0
2026-05-23 02:30:00;P+R Pachońskiego;86.0
2026-05-23 02:30:00;P+R Krowodrza Górka;95.0
2026-05-23 02:30:00;P+R Czerwone Maki;174.0
2026-05-23 02:30:00;P+R Mały Płaszów;154.0
2026-05-23 02:30:00;P+R Nowy Bieżanów;99.0
2026-05-23 02:30:00;P+R Kurdwanów;156.0
2026-05-23 03:00:00;P+R Górka Narodowa;434.0
2026-05-23 03:00:00;P+R Pachońskiego;86.0
2026-05-23 03:00:00;P+R Krowodrza Górka;95.0
2026-05-23 03:00:00;P+R Czerwone Maki;174.0
2026-05-23 03:00:00;P+R Mały Płaszów;154.0
2026-05-23 03:00:00;P+R Nowy Bieżanów;99.0
2026-05-23 03:00:00;P+R Kurdwanów;156.0
2026-05-23 03:30:00;P+R Górka Narodowa;435.0
2026-05-23 03:30:00;P+R Pachońskiego;86.0
2026-05-23 03:30:00;P+R Krowodrza Górka;95.0
2026-05-23 03:30:00;P+R Czerwone Maki;174.0
2026-05-23 03:30:00;P+R Mały Płaszów;154.0
2026-05-23 03:30:00;P+R Nowy Bieżanów;99.0
2026-05-23 03:30:00;P+R Kurdwanów;156.0
2026-05-23 04:00:00;P+R Górka Narodowa;435.0
2026-05-23 04:00:00;P+R Pachońskiego;86.0
2026-05-23 04:00:00;P+R Krowodrza Górka;95.0
2026-05-23 04:00:00;P+R Czerwone Maki;174.0
2026-05-23 04:00:00;P+R Mały Płaszów;154.0
2026-05-23 04:00:00;P+R Nowy Bieżanów;99.0
2026-05-23 04:00:00;P+R Kurdwanów;156.0
2026-05-23 04:30:00;P+R Górka Narodowa;434.0
2026-05-23 04:30:00;P+R Pachońskiego;86.0
2026-05-23 04:30:00;P+R Krowodrza Górka;95.0
2026-05-23 04:30:00;P+R Czerwone Maki;173.0
2026-05-23 04:30:00;P+R Mały Płaszów;154.0
2026-05-23 04:30:00;P+R Nowy Bieżanów;99.0
2026-05-23 04:30:00;P+R Kurdwanów;156.0
2026-05-23 05:00:00;P+R Górka Narodowa;433.0
2026-05-23 05:00:00;P+R Pachońskiego;85.0
2026-05-23 05:00:00;P+R Krowodrza Górka;92.0
2026-05-23 05:00:00;P+R Czerwone Maki;172.0
2026-05-23 05:00:00;P+R Mały Płaszów;154.0
2026-05-23 05:00:00;P+R Nowy Bieżanów;99.0
2026-05-23 05:00:00;P+R Kurdwanów;156.0
2026-05-23 05:30:00;P+R Górka Narodowa;429.0
2026-05-23 05:30:00;P+R Pachońskiego;85.0
2026-05-23 05:30:00;P+R Krowodrza Górka;90.0
2026-05-23 05:30:00;P+R Czerwone Maki;169.0
2026-05-23 05:30:00;P+R Mały Płaszów;154.0
2026-05-23 05:30:00;P+R Nowy Bieżanów;99.0
2026-05-23 05:30:00;P+R Kurdwanów;156.0
2026-05-23 06:00:00;P+R Górka Narodowa;428.0
2026-05-23 06:00:00;P+R Pachońskiego;85.0
2026-05-23 06:00:00;P+R Krowodrza Górka;89.0
2026-05-23 06:00:00;P+R Czerwone Maki;176.0
2026-05-23 06:00:00;P+R Mały Płaszów;154.0
2026-05-23 06:00:00;P+R Nowy Bieżanów;97.0
2026-05-23 06:00:00;P+R Kurdwanów;155.0
2026-05-23 06:30:00;P+R Górka Narodowa;427.0
2026-05-23 06:30:00;P+R Pachońskiego;85.0
2026-05-23 06:30:00;P+R Krowodrza Górka;87.0
2026-05-23 06:30:00;P+R Czerwone Maki;174.0
2026-05-23 06:30:00;P+R Mały Płaszów;153.0
2026-05-23 06:30:00;P+R Nowy Bieżanów;96.0
2026-05-23 06:30:00;P+R Kurdwanów;154.0
2026-05-23 07:00:00;P+R Górka Narodowa;427.0
2026-05-23 07:00:00;P+R Pachońskiego;85.0
2026-05-23 07:00:00;P+R Krowodrza Górka;87.0
2026-05-23 07:00:00;P+R Czerwone Maki;170.0
2026-05-23 07:00:00;P+R Mały Płaszów;153.0
2026-05-23 07:00:00;P+R Nowy Bieżanów;95.0
2026-05-23 07:00:00;P+R Kurdwanów;151.0
2026-05-23 07:30:00;P+R Górka Narodowa;426.0
2026-05-23 07:30:00;P+R Pachońskiego;83.0
2026-05-23 07:30:00;P+R Krowodrza Górka;85.0
2026-05-23 07:30:00;P+R Czerwone Maki;164.0
2026-05-23 07:30:00;P+R Mały Płaszów;152.0
2026-05-23 07:30:00;P+R Nowy Bieżanów;91.0
2026-05-23 07:30:00;P+R Kurdwanów;149.0
2026-05-23 08:00:00;P+R Górka Narodowa;418.0
2026-05-23 08:00:00;P+R Pachońskiego;82.0
2026-05-23 08:00:00;P+R Krowodrza Górka;78.0
2026-05-23 08:00:00;P+R Czerwone Maki;159.0
2026-05-23 08:00:00;P+R Mały Płaszów;150.0
2026-05-23 08:00:00;P+R Nowy Bieżanów;89.0
2026-05-23 08:00:00;P+R Kurdwanów;149.0
2026-05-23 08:30:00;P+R Górka Narodowa;416.0
2026-05-23 08:30:00;P+R Pachońskiego;78.0
2026-05-23 08:30:00;P+R Krowodrza Górka;73.0
2026-05-23 08:30:00;P+R Czerwone Maki;155.0
2026-05-23 08:30:00;P+R Mały Płaszów;150.0
2026-05-23 08:30:00;P+R Nowy Bieżanów;88.0
2026-05-23 08:30:00;P+R Kurdwanów;148.0
2026-05-23 09:00:00;P+R Górka Narodowa;409.0
2026-05-23 09:00:00;P+R Pachońskiego;76.0
2026-05-23 09:00:00;P+R Krowodrza Górka;62.0
2026-05-23 09:00:00;P+R Czerwone Maki;148.0
2026-05-23 09:00:00;P+R Mały Płaszów;147.0
2026-05-23 09:00:00;P+R Nowy Bieżanów;84.0
2026-05-23 09:00:00;P+R Kurdwanów;147.0
2026-05-23 09:30:00;P+R Górka Narodowa;408.0
2026-05-23 09:30:00;P+R Pachońskiego;76.0
2026-05-23 09:30:00;P+R Krowodrza Górka;56.0
2026-05-23 09:30:00;P+R Czerwone Maki;140.0
2026-05-23 09:30:00;P+R Mały Płaszów;146.0
2026-05-23 09:30:00;P+R Nowy Bieżanów;83.0
2026-05-23 09:30:00;P+R Kurdwanów;146.0
2026-05-23 10:00:00;P+R Górka Narodowa;400.0
2026-05-23 10:00:00;P+R Pachońskiego;75.0
2026-05-23 10:00:00;P+R Krowodrza Górka;53.0
2026-05-23 10:00:00;P+R Czerwone Maki;136.0
2026-05-23 10:00:00;P+R Mały Płaszów;147.0
2026-05-23 10:00:00;P+R Nowy Bieżanów;80.0
2026-05-23 10:00:00;P+R Kurdwanów;146.0
2026-05-23 10:30:00;P+R Górka Narodowa;398.0
2026-05-23 10:30:00;P+R Pachońskiego;76.0
2026-05-23 10:30:00;P+R Krowodrza Górka;50.0
2026-05-23 10:30:00;P+R Czerwone Maki;133.0
2026-05-23 10:30:00;P+R Mały Płaszów;147.0
2026-05-23 10:30:00;P+R Nowy Bieżanów;79.0
2026-05-23 10:30:00;P+R Kurdwanów;143.0
2026-05-23 11:00:00;P+R Górka Narodowa;393.0
2026-05-23 11:00:00;P+R Pachońskiego;73.0
2026-05-23 11:00:00;P+R Krowodrza Górka;41.0
2026-05-23 11:00:00;P+R Czerwone Maki;130.0
2026-05-23 11:00:00;P+R Mały Płaszów;147.0
2026-05-23 11:00:00;P+R Nowy Bieżanów;78.0
2026-05-23 11:00:00;P+R Kurdwanów;142.0
2026-05-23 11:30:00;P+R Górka Narodowa;390.0
2026-05-23 11:30:00;P+R Pachońskiego;70.0
2026-05-23 11:30:00;P+R Krowodrza Górka;45.0
2026-05-23 11:30:00;P+R Czerwone Maki;125.0
2026-05-23 11:30:00;P+R Mały Płaszów;147.0
2026-05-23 11:30:00;P+R Nowy Bieżanów;77.0
2026-05-23 11:30:00;P+R Kurdwanów;144.0
2026-05-23 12:00:00;P+R Górka Narodowa;389.0
2026-05-23 12:00:00;P+R Pachońskiego;68.0
2026-05-23 12:00:00;P+R Krowodrza Górka;47.0
2026-05-23 12:00:00;P+R Czerwone Maki;126.0
2026-05-23 12:00:00;P+R Mały Płaszów;146.0
2026-05-23 12:00:00;P+R Nowy Bieżanów;77.0
2026-05-23 12:00:00;P+R Kurdwanów;142.0
2026-05-23 12:30:00;P+R Górka Narodowa;388.0
2026-05-23 12:30:00;P+R Pachońskiego;68.0
2026-05-23 12:30:00;P+R Krowodrza Górka;47.0
2026-05-23 12:30:00;P+R Czerwone Maki;123.0
2026-05-23 12:30:00;P+R Mały Płaszów;144.0
2026-05-23 12:30:00;P+R Nowy Bieżanów;74.0
2026-05-23 12:30:00;P+R Kurdwanów;140.0
2026-05-23 13:00:00;P+R Górka Narodowa;388.0
2026-05-23 13:00:00;P+R Pachońskiego;67.0
2026-05-23 13:00:00;P+R Krowodrza Górka;46.0
2026-05-23 13:00:00;P+R Czerwone Maki;118.0
2026-05-23 13:00:00;P+R Mały Płaszów;145.0
2026-05-23 13:00:00;P+R Nowy Bieżanów;73.0
2026-05-23 13:00:00;P+R Kurdwanów;141.0
2026-05-23 13:30:00;P+R Górka Narodowa;383.0
2026-05-23 13:30:00;P+R Pachońskiego;66.0
2026-05-23 13:30:00;P+R Krowodrza Górka;42.0
2026-05-23 13:30:00;P+R Czerwone Maki;115.0
2026-05-23 13:30:00;P+R Mały Płaszów;144.0
2026-05-23 13:30:00;P+R Nowy Bieżanów;72.0
2026-05-23 13:30:00;P+R Kurdwanów;141.0
2026-05-23 14:00:00;P+R Górka Narodowa;385.0
2026-05-23 14:00:00;P+R Pachońskiego;67.0
2026-05-23 14:00:00;P+R Krowodrza Górka;39.0
2026-05-23 14:00:00;P+R Czerwone Maki;117.0
2026-05-23 14:00:00;P+R Mały Płaszów;143.0
2026-05-23 14:00:00;P+R Nowy Bieżanów;72.0
2026-05-23 14:00:00;P+R Kurdwanów;138.0
2026-05-23 14:30:00;P+R Górka Narodowa;387.0
2026-05-23 14:30:00;P+R Pachońskiego;64.0
2026-05-23 14:30:00;P+R Krowodrza Górka;42.0
2026-05-23 14:30:00;P+R Czerwone Maki;116.0
2026-05-23 14:30:00;P+R Mały Płaszów;143.0
2026-05-23 14:30:00;P+R Nowy Bieżanów;73.0
2026-05-23 14:30:00;P+R Kurdwanów;140.0
2026-05-23 15:00:00;P+R Górka Narodowa;388.0
2026-05-23 15:00:00;P+R Pachońskiego;66.0
2026-05-23 15:00:00;P+R Krowodrza Górka;40.0
2026-05-23 15:00:00;P+R Czerwone Maki;117.0
2026-05-23 15:00:00;P+R Mały Płaszów;140.0
2026-05-23 15:00:00;P+R Nowy Bieżanów;72.0
2026-05-23 15:00:00;P+R Kurdwanów;139.0
2026-05-23 15:30:00;P+R Górka Narodowa;385.0
2026-05-23 15:30:00;P+R Pachońskiego;66.0
2026-05-23 15:30:00;P+R Krowodrza Górka;41.0
2026-05-23 15:30:00;P+R Czerwone Maki;119.0
2026-05-23 15:30:00;P+R Mały Płaszów;138.0
2026-05-23 15:30:00;P+R Nowy Bieżanów;72.0
2026-05-23 15:30:00;P+R Kurdwanów;139.0
2026-05-23 16:00:00;P+R Górka Narodowa;384.0
2026-05-23 16:00:00;P+R Pachońskiego;66.0
2026-05-23 16:00:00;P+R Krowodrza Górka;35.0
2026-05-23 16:00:00;P+R Czerwone Maki;118.0
2026-05-23 16:00:00;P+R Mały Płaszów;139.0
2026-05-23 16:00:00;P+R Nowy Bieżanów;72.0
2026-05-23 16:00:00;P+R Kurdwanów;140.0
2026-05-23 16:30:00;P+R Górka Narodowa;383.0
2026-05-23 16:30:00;P+R Pachońskiego;63.0
2026-05-23 16:30:00;P+R Krowodrza Górka;34.0
2026-05-23 16:30:00;P+R Czerwone Maki;120.0
2026-05-23 16:30:00;P+R Mały Płaszów;137.0
2026-05-23 16:30:00;P+R Nowy Bieżanów;76.0
2026-05-23 16:30:00;P+R Kurdwanów;141.0
2026-05-23 17:00:00;P+R Górka Narodowa;381.0
2026-05-23 17:00:00;P+R Pachońskiego;62.0
2026-05-23 17:00:00;P+R Krowodrza Górka;32.0
2026-05-23 17:00:00;P+R Czerwone Maki;127.0
2026-05-23 17:00:00;P+R Mały Płaszów;136.0
2026-05-23 17:00:00;P+R Nowy Bieżanów;78.0
2026-05-23 17:00:00;P+R Kurdwanów;143.0
2026-05-23 17:30:00;P+R Górka Narodowa;386.0
2026-05-23 17:30:00;P+R Pachońskiego;62.0
2026-05-23 17:30:00;P+R Krowodrza Górka;38.0
2026-05-23 17:30:00;P+R Czerwone Maki;126.0
2026-05-23 17:30:00;P+R Mały Płaszów;137.0
2026-05-23 17:30:00;P+R Nowy Bieżanów;80.0
2026-05-23 17:30:00;P+R Kurdwanów;144.0
2026-05-23 18:00:00;P+R Górka Narodowa;396.0
2026-05-23 18:00:00;P+R Pachońskiego;65.0
2026-05-23 18:00:00;P+R Krowodrza Górka;43.0
2026-05-23 18:00:00;P+R Czerwone Maki;130.0
2026-05-23 18:00:00;P+R Mały Płaszów;137.0
2026-05-23 18:00:00;P+R Nowy Bieżanów;81.0
2026-05-23 18:00:00;P+R Kurdwanów;141.0
2026-05-23 18:30:00;P+R Górka Narodowa;397.0
2026-05-23 18:30:00;P+R Pachońskiego;65.0
2026-05-23 18:30:00;P+R Krowodrza Górka;45.0
2026-05-23 18:30:00;P+R Czerwone Maki;131.0
2026-05-23 18:30:00;P+R Mały Płaszów;137.0
2026-05-23 18:30:00;P+R Nowy Bieżanów;80.0
2026-05-23 18:30:00;P+R Kurdwanów;142.0
2026-05-23 19:00:00;P+R Górka Narodowa;401.0
2026-05-23 19:00:00;P+R Pachońskiego;66.0
2026-05-23 19:00:00;P+R Krowodrza Górka;46.0
2026-05-23 19:00:00;P+R Czerwone Maki;133.0
2026-05-23 19:00:00;P+R Mały Płaszów;136.0
2026-05-23 19:00:00;P+R Nowy Bieżanów;83.0
2026-05-23 19:00:00;P+R Kurdwanów;142.0
2026-05-23 19:30:00;P+R Górka Narodowa;407.0
2026-05-23 19:30:00;P+R Pachońskiego;68.0
2026-05-23 19:30:00;P+R Krowodrza Górka;51.0
2026-05-23 19:30:00;P+R Czerwone Maki;133.0
2026-05-23 19:30:00;P+R Mały Płaszów;137.0
2026-05-23 19:30:00;P+R Nowy Bieżanów;83.0
2026-05-23 19:30:00;P+R Kurdwanów;142.0
2026-05-23 20:00:00;P+R Górka Narodowa;412.0
2026-05-23 20:00:00;P+R Pachońskiego;73.0
2026-05-23 20:00:00;P+R Krowodrza Górka;55.0
2026-05-23 20:00:00;P+R Czerwone Maki;135.0
2026-05-23 20:00:00;P+R Mały Płaszów;140.0
2026-05-23 20:00:00;P+R Nowy Bieżanów;85.0
2026-05-23 20:00:00;P+R Kurdwanów;144.0
2026-05-23 20:30:00;P+R Górka Narodowa;415.0
2026-05-23 20:30:00;P+R Pachońskiego;76.0
2026-05-23 20:30:00;P+R Krowodrza Górka;58.0
2026-05-23 20:30:00;P+R Czerwone Maki;143.0
2026-05-23 20:30:00;P+R Mały Płaszów;144.0
2026-05-23 20:30:00;P+R Nowy Bieżanów;86.0
2026-05-23 20:30:00;P+R Kurdwanów;147.0
2026-05-23 21:00:00;P+R Górka Narodowa;417.0
2026-05-23 21:00:00;P+R Pachońskiego;78.0
2026-05-23 21:00:00;P+R Krowodrza Górka;65.0
2026-05-23 21:00:00;P+R Czerwone Maki;148.0
2026-05-23 21:00:00;P+R Mały Płaszów;146.0
2026-05-23 21:00:00;P+R Nowy Bieżanów;91.0
2026-05-23 21:00:00;P+R Kurdwanów;149.0
2026-05-23 21:30:00;P+R Górka Narodowa;421.0
2026-05-23 21:30:00;P+R Pachońskiego;80.0
2026-05-23 21:30:00;P+R Krowodrza Górka;69.0
2026-05-23 21:30:00;P+R Czerwone Maki;150.0
2026-05-23 21:30:00;P+R Mały Płaszów;148.0
2026-05-23 21:30:00;P+R Nowy Bieżanów;91.0
2026-05-23 21:30:00;P+R Kurdwanów;150.0
2026-05-23 22:00:00;P+R Górka Narodowa;425.0
2026-05-23 22:00:00;P+R Pachońskiego;81.0
2026-05-23 22:00:00;P+R Krowodrza Górka;73.0
2026-05-23 22:00:00;P+R Czerwone Maki;152.0
2026-05-23 22:00:00;P+R Mały Płaszów;149.0
2026-05-23 22:00:00;P+R Nowy Bieżanów;94.0
2026-05-23 22:00:00;P+R Kurdwanów;152.0
2026-05-23 22:30:00;P+R Górka Narodowa;428.0
2026-05-23 22:30:00;P+R Pachońskiego;82.0
2026-05-23 22:30:00;P+R Krowodrza Górka;79.0
2026-05-23 22:30:00;P+R Czerwone Maki;157.0
2026-05-23 22:30:00;P+R Mały Płaszów;149.0
2026-05-23 22:30:00;P+R Nowy Bieżanów;95.0
2026-05-23 22:30:00;P+R Kurdwanów;153.0
2026-05-23 23:00:00;P+R Górka Narodowa;435.0
2026-05-23 23:00:00;P+R Pachońskiego;83.0
2026-05-23 23:00:00;P+R Krowodrza Górka;81.0
2026-05-23 23:00:00;P+R Czerwone Maki;163.0
2026-05-23 23:00:00;P+R Mały Płaszów;151.0
2026-05-23 23:00:00;P+R Nowy Bieżanów;96.0
2026-05-23 23:00:00;P+R Kurdwanów;154.0
2026-05-23 23:30:00;P+R Górka Narodowa;436.0
2026-05-23 23:30:00;P+R Pachońskiego;85.0
2026-05-23 23:30:00;P+R Krowodrza Górka;86.0
2026-05-23 23:30:00;P+R Czerwone Maki;168.0
2026-05-23 23:30:00;P+R Mały Płaszów;151.0
2026-05-23 23:30:00;P+R Nowy Bieżanów;96.0
2026-05-23 23:30:00;P+R Kurdwanów;155.0
2026-05-24 00:00:00;P+R Górka Narodowa;437.0
2026-05-24 00:00:00;P+R Pachońskiego;88.0
2026-05-24 00:00:00;P+R Krowodrza Górka;89.0
2026-05-24 00:00:00;P+R Czerwone Maki;170.0
2026-05-24 00:00:00;P+R Mały Płaszów;152.0
2026-05-24 00:00:00;P+R Nowy Bieżanów;99.0
2026-05-24 00:00:00;P+R Kurdwanów;155.0
2026-05-24 00:30:00;P+R Górka Narodowa;437.0
2026-05-24 00:30:00;P+R Pachońskiego;88.0
2026-05-24 00:30:00;P+R Krowodrza Górka;91.0
2026-05-24 00:30:00;P+R Czerwone Maki;170.0
2026-05-24 00:30:00;P+R Mały Płaszów;152.0
2026-05-24 00:30:00;P+R Nowy Bieżanów;99.0
2026-05-24 00:30:00;P+R Kurdwanów;156.0
2026-05-24 01:00:00;P+R Górka Narodowa;437.0
2026-05-24 01:00:00;P+R Pachońskiego;88.0
2026-05-24 01:00:00;P+R Krowodrza Górka;92.0
2026-05-24 01:00:00;P+R Czerwone Maki;174.0
2026-05-24 01:00:00;P+R Mały Płaszów;152.0
2026-05-24 01:00:00;P+R Nowy Bieżanów;99.0
2026-05-24 01:00:00;P+R Kurdwanów;156.0
2026-05-24 01:30:00;P+R Górka Narodowa;437.0
2026-05-24 01:30:00;P+R Pachońskiego;88.0
2026-05-24 01:30:00;P+R Krowodrza Górka;97.0
2026-05-24 01:30:00;P+R Czerwone Maki;177.0
2026-05-24 01:30:00;P+R Mały Płaszów;152.0
2026-05-24 01:30:00;P+R Nowy Bieżanów;99.0
2026-05-24 01:30:00;P+R Kurdwanów;156.0
2026-05-24 02:00:00;P+R Górka Narodowa;437.0
2026-05-24 02:00:00;P+R Pachońskiego;88.0
2026-05-24 02:00:00;P+R Krowodrza Górka;97.0
2026-05-24 02:00:00;P+R Czerwone Maki;178.0
2026-05-24 02:00:00;P+R Mały Płaszów;154.0
2026-05-24 02:00:00;P+R Nowy Bieżanów;99.0
2026-05-24 02:00:00;P+R Kurdwanów;156.0
2026-05-24 02:30:00;P+R Górka Narodowa;437.0
2026-05-24 02:30:00;P+R Pachońskiego;88.0
2026-05-24 02:30:00;P+R Krowodrza Górka;97.0
2026-05-24 02:30:00;P+R Czerwone Maki;178.0
2026-05-24 02:30:00;P+R Mały Płaszów;155.0
2026-05-24 02:30:00;P+R Nowy Bieżanów;100.0
2026-05-24 02:30:00;P+R Kurdwanów;156.0
2026-05-24 03:00:00;P+R Górka Narodowa;437.0
2026-05-24 03:00:00;P+R Pachońskiego;88.0
2026-05-24 03:00:00;P+R Krowodrza Górka;97.0
2026-05-24 03:00:00;P+R Czerwone Maki;183.0
2026-05-24 03:00:00;P+R Mały Płaszów;155.0
2026-05-24 03:00:00;P+R Nowy Bieżanów;101.0
2026-05-24 03:00:00;P+R Kurdwanów;156.0
2026-05-24 03:30:00;P+R Górka Narodowa;437.0
2026-05-24 03:30:00;P+R Pachońskiego;88.0
2026-05-24 03:30:00;P+R Krowodrza Górka;97.0
2026-05-24 03:30:00;P+R Czerwone Maki;183.0
2026-05-24 03:30:00;P+R Mały Płaszów;155.0
2026-05-24 03:30:00;P+R Nowy Bieżanów;101.0
2026-05-24 03:30:00;P+R Kurdwanów;156.0
2026-05-24 04:00:00;P+R Górka Narodowa;437.0
2026-05-24 04:00:00;P+R Pachońskiego;88.0
2026-05-24 04:00:00;P+R Krowodrza Górka;97.0
2026-05-24 04:00:00;P+R Czerwone Maki;183.0
2026-05-24 04:00:00;P+R Mały Płaszów;155.0
2026-05-24 04:00:00;P+R Nowy Bieżanów;101.0
2026-05-24 04:00:00;P+R Kurdwanów;156.0
2026-05-24 04:30:00;P+R Górka Narodowa;437.0
2026-05-24 04:30:00;P+R Pachońskiego;88.0
2026-05-24 04:30:00;P+R Krowodrza Górka;97.0
2026-05-24 04:30:00;P+R Czerwone Maki;183.0
2026-05-24 04:30:00;P+R Mały Płaszów;155.0
2026-05-24 04:30:00;P+R Nowy Bieżanów;101.0
2026-05-24 04:30:00;P+R Kurdwanów;156.0
2026-05-24 05:00:00;P+R Górka Narodowa;437.0
2026-05-24 05:00:00;P+R Pachońskiego;88.0
2026-05-24 05:00:00;P+R Krowodrza Górka;95.0
2026-05-24 05:00:00;P+R Czerwone Maki;182.0
2026-05-24 05:00:00;P+R Mały Płaszów;155.0
2026-05-24 05:00:00;P+R Nowy Bieżanów;101.0
2026-05-24 05:00:00;P+R Kurdwanów;156.0
2026-05-24 05:30:00;P+R Górka Narodowa;437.0
2026-05-24 05:30:00;P+R Pachońskiego;87.0
2026-05-24 05:30:00;P+R Krowodrza Górka;93.0
2026-05-24 05:30:00;P+R Czerwone Maki;182.0
2026-05-24 05:30:00;P+R Mały Płaszów;155.0
2026-05-24 05:30:00;P+R Nowy Bieżanów;100.0
2026-05-24 05:30:00;P+R Kurdwanów;155.0
2026-05-24 06:00:00;P+R Górka Narodowa;434.0
2026-05-24 06:00:00;P+R Pachońskiego;87.0
2026-05-24 06:00:00;P+R Krowodrza Górka;92.0
2026-05-24 06:00:00;P+R Czerwone Maki;181.0
2026-05-24 06:00:00;P+R Mały Płaszów;155.0
2026-05-24 06:00:00;P+R Nowy Bieżanów;100.0
2026-05-24 06:00:00;P+R Kurdwanów;155.0
2026-05-24 06:30:00;P+R Górka Narodowa;433.0
2026-05-24 06:30:00;P+R Pachońskiego;87.0
2026-05-24 06:30:00;P+R Krowodrza Górka;91.0
2026-05-24 06:30:00;P+R Czerwone Maki;181.0
2026-05-24 06:30:00;P+R Mały Płaszów;155.0
2026-05-24 06:30:00;P+R Nowy Bieżanów;100.0
2026-05-24 06:30:00;P+R Kurdwanów;155.0
2026-05-24 07:00:00;P+R Górka Narodowa;432.0
2026-05-24 07:00:00;P+R Pachońskiego;86.0
2026-05-24 07:00:00;P+R Krowodrza Górka;90.0
2026-05-24 07:00:00;P+R Czerwone Maki;179.0
2026-05-24 07:00:00;P+R Mały Płaszów;155.0
2026-05-24 07:00:00;P+R Nowy Bieżanów;99.0
2026-05-24 07:00:00;P+R Kurdwanów;155.0
2026-05-24 07:30:00;P+R Górka Narodowa;431.0
2026-05-24 07:30:00;P+R Pachońskiego;85.0
2026-05-24 07:30:00;P+R Krowodrza Górka;87.0
2026-05-24 07:30:00;P+R Czerwone Maki;176.0
2026-05-24 07:30:00;P+R Mały Płaszów;155.0
2026-05-24 07:30:00;P+R Nowy Bieżanów;97.0
2026-05-24 07:30:00;P+R Kurdwanów;154.0
2026-05-24 08:00:00;P+R Górka Narodowa;429.0
2026-05-24 08:00:00;P+R Pachońskiego;85.0
2026-05-24 08:00:00;P+R Krowodrza Górka;85.0
2026-05-24 08:00:00;P+R Czerwone Maki;172.0
2026-05-24 08:00:00;P+R Mały Płaszów;155.0
2026-05-24 08:00:00;P+R Nowy Bieżanów;96.0
2026-05-24 08:00:00;P+R Kurdwanów;154.0
2026-05-24 08:30:00;P+R Górka Narodowa;426.0
2026-05-24 08:30:00;P+R Pachońskiego;84.0
2026-05-24 08:30:00;P+R Krowodrza Górka;83.0
2026-05-24 08:30:00;P+R Czerwone Maki;169.0
2026-05-24 08:30:00;P+R Mały Płaszów;155.0
2026-05-24 08:30:00;P+R Nowy Bieżanów;96.0
2026-05-24 08:30:00;P+R Kurdwanów;154.0
2026-05-24 09:00:00;P+R Górka Narodowa;420.0
2026-05-24 09:00:00;P+R Pachońskiego;84.0
2026-05-24 09:00:00;P+R Krowodrza Górka;82.0
2026-05-24 09:00:00;P+R Czerwone Maki;166.0
2026-05-24 09:00:00;P+R Mały Płaszów;152.0
